,show_id,type,title,director,director_num,cast,cast_num,country,country_num,date_added,weekday_added,day_added,month_added,year_added,release_year,rating,duration,season,serial,listed_in,listed_in_num
15,484369,Movie,The Evil Dead,Sam Raimi,1,"Bruce Campbell, Ellen Sandweiss, Richard DeManincor, Betsy Baker, Theresa Tilly, Bill Vincent, Scott Spiegel, Ivan Raimi, David Horton, John Cameron, Ted Raimi",11,United States,1,"January 10, 2020",Friday,10,1,2020,1981,TV-MA,85,0,0,"Classic Movies, Cult Movies, Horror Movies",3
16,485218,Movie,Executive Decision,Stuart Baird,1,"Kurt Russell, Halle Berry, John Leguizamo, Oliver Platt, Steven Seagal, Joe Morton, David Suchet, BD Wong, Len Cariou, Whip Hubley",10,United States,1,"November 1, 2019",Friday,1,11,2019,1996,R,133,0,0,Action & Adventure,1
17,498716,Movie,Ferris Bueller's Day Off,John Hughes,1,"Matthew Broderick, Alan Ruck, Mia Sara, Jeffrey Jones, Jennifer Grey, Cindy Pickett, Lyman Ward, Edie McClurg, Charlie Sheen, Kristy Swanson, Ben Stein, Del Close",12,United States,1,"January 3, 2020",Friday,3,1,2020,1986,PG-13,103,0,0,"Classic Movies, Comedies, Cult Movies",3
18,506464,Movie,The First Wives Club,Hugh WIlson,1,"Bette Midler, Goldie Hawn, Diane Keaton, Maggie Smith, Dan Hedaya, Sarah Jessica Parker, Stockard Channing, Victor Garber, Stephen Collins, Marcia Gay Harden, Jennie Dundas, Elizabeth Berkley, Eileen Heckart, Bronson Pinchot, Rob Reiner",15,United States,1,"November 20, 2019",Wednesday,20,11,2019,1996,PG,103,0,0,Comedies,1
19,510854,Movie,The Flintstones,Brian Levant,1,"John Goodman, Elizabeth Perkins, Rick Moranis, Rosie O'Donnell, Kyle MacLachlan, Halle Berry, Elizabeth Taylor, Dann Florek, Sam Raimi, Harvey Korman",10,United States,1,"October 1, 2019",Tuesday,1,10,2019,1994,PG,91,0,0,"Children & Family Movies, Comedies",2
20,516154,Movie,For the Love of Benji,Joe Camp,1,"Patsy Garrett, Cynthia Smith, Allen Fiuzat, Ed Nelson, Art Vasil, Peter Bowles, Bridget Armstrong, Mihalis Lambrinos, Dean Goss, Tony Alatis",10,United States,1,"March 6, 2018",Tuesday,6,3,2018,1977,G,84,0,0,Children & Family Movies,1
21,516788,Movie,Forbidden Planet,Fred M. Wilcox,1,"Leslie Nielsen, Walter Pidgeon, Anne Francis, Jack Kelly, Warren Stevens, James Drury, Earl Holliman",7,United States,1,"November 1, 2019",Friday,1,11,2019,1956,G,98,0,0,"Action & Adventure, Classic Movies, Sci-Fi & Fantasy",3
22,520489,Movie,Four Weddings and a Funeral,Mike Newell,1,"Hugh Grant, Andie MacDowell, James Fleet, Simon Callow, John Hannah, Kristin Scott Thomas, David Bower, Charlotte Coleman, David Haig, Rowan Atkinson, Sophie Thompson, Anna Chancellor, Corin Redgrave",13,United Kingdom,1,"August 1, 2019",Thursday,1,8,2019,1994,R,118,0,0,"Classic Movies, Comedies, International Movies",3
23,523650,Movie,Free Willy,Simon Wincer,1,"Jason James Richter, Lori Petty, Jayne Atkinson, August Schellenberg, Michael Madsen, Michael Ironside, Richard Riehle, Mykelti Williamson, Michael Bacall, Danielle Harris",10,"United States, France, Mexico",3,"January 1, 2020",Wednesday,1,1,2020,1993,PG,112,0,0,"Children & Family Movies, Dramas",2
24,542137,Movie,Gigi,"Vincente Minnelli, Charles Walters",2,"Leslie Caron, Maurice Chevalier, Louis Jourdan, Hermione Gingold, Eva Gabor, Jacques Bergerac, Isabel Jeans, John Abbott, Edwin Jerome, Corinne Marchand",10,United States,1,"November 1, 2019",Friday,1,11,2019,1958,G,115,0,0,"Classic Movies, Comedies, Music & Musicals",3
25,569355,Movie,Hamburger Hill,John Irvin,1,"Anthony Barille, Michael Boatman, Don Cheadle, Michael Dolan, Don James, Dylan McDermott, Michael A. Nickles, Harry O'Reilly, Daniel O'Shea, Tim Quill, Tommy Swerdlow, Courtney B. Vance, Steven Weber, Tegan West",14,United States,1,"November 23, 2019",Saturday,23,11,2019,1987,R,110,0,0,"Action & Adventure, Dramas",2
26,607931,Movie,How to Make an American Quilt,Jocelyn Moorhouse,1,"Winona Ryder, Anne Bancroft, Ellen Burstyn, Kate Nelligan, Alfre Woodard, Kaelynn Craddick, Sara Craddick, Kate Capshaw, Dermot Mulroney, Adam Baldwin, Maya Angelou, Rip Torn, Joanna Going, Claire Danes, Jean Simmons, Denis Arndt, Johnathon Schaech, Samantha Mathis, Derrick O'Connor, Jared Leto",20,United States,1,"April 1, 2018",Sunday,1,4,2018,1995,PG-13,116,0,0,"Dramas, Romantic Movies",2
27,653673,Movie,Jimi Hendrix,Joe Boyd,1,"Jimi Hendrix, Eric Clapton, Billy Cox",3,United States,1,"November 1, 2019",Friday,1,11,2019,1973,R,102,0,0,"Documentaries, Music & Musicals",2
28,673843,Movie,Kingpin,"Peter Farrelly, Bobby Farrelly",2,"Woody Harrelson, Randy Quaid, Vanessa Angel, Bill Murray, Chris Elliott, William Jordan, Richard Tyson, Lin Shaye",8,United States,1,"January 1, 2020",Wednesday,1,1,2020,1996,PG-13,114,0,0,"Comedies, Cult Movies, Sports Movies",3
29,684847,Movie,The Last Boy Scout,Tony Scott,1,"Bruce Willis, Damon Wayans, Chelsea Field, Noble Willingham, Taylor Negron, Danielle Harris, Halle Berry, Bruce McGill",8,United States,1,"November 1, 2019",Friday,1,11,2019,1991,R,105,0,0,"Action & Adventure, Comedies",2
30,699257,Movie,Monty Python's Life of Brian,Terry Jones,1,"Graham Chapman, John Cleese, Terry Gilliam, Eric Idle, Terry Jones, Michael Palin, Terence Bayler, Carol Cleveland",8,United Kingdom,1,"October 2, 2018",Tuesday,2,10,2018,1979,R,94,0,0,"Classic Movies, Comedies, Cult Movies",3
31,701346,Movie,Like Water for Chocolate,Alfonso Arau,1,"Marco Leonardi, Lumi Cavazos, Regina Torné, Mario Iván Martínez, Ada Carrasco, Yareli Arizmendi, Claudette Maillé, Pilar Aranda",8,Mexico,1,"November 1, 2019",Friday,1,11,2019,1992,R,105,0,0,"Classic Movies, Dramas, International Movies",3
32,709163,Movie,Logan's Run,Michael Anderson,1,"Michael York, Richard Jordan, Farrah Fawcett, Jenny Agutter, Peter Ustinov, Roscoe Lee Browne, Randolph Roberts, Gary Morgan, Greg Lewis",9,United States,1,"November 1, 2019",Friday,1,11,2019,1976,PG,118,0,0,"Action & Adventure, Classic Movies, Cult Movies",3
33,709380,Movie,Lolita,Stanley Kubrick,1,"James Mason, Shelley Winters, Peter Sellers, Sue Lyon, Gary Cockrell, Jerry Stovin, Diana Decker, Lois Maxwell, Cec Linder",9,"United Kingdom, United States",2,"November 1, 2019",Friday,1,11,2019,1962,R,153,0,0,"Classic Movies, Dramas, Romantic Movies",3
34,771476,Movie,Monty Python and the Holy Grail,"Terry Gilliam, Terry Jones",2,"Graham Chapman, John Cleese, Eric Idle, Terry Gilliam, Terry Jones, Michael Palin, Connie Booth, Carol Cleveland, Neil Innes",9,United Kingdom,1,"January 2, 2019",Wednesday,2,1,2019,1975,PG,92,0,0,"Action & Adventure, Classic Movies, Comedies",3
35,786137,Movie,My Girl,Howard Zieff,1,"Dan Aykroyd, Jamie Lee Curtis, Macaulay Culkin, Anna Chlumsky, Richard Masur, Griffin Dunne, Ann Nelson, Peter Michael Goetz, Jane Hallaren, Anthony R. Jones",10,United States,1,"January 1, 2020",Wednesday,1,1,2020,1991,PG-13,102,0,0,Dramas,1
36,793907,Movie,The Natural,Barry Levinson,1,"Robert Redford, Robert Duvall, Glenn Close, Kim Basinger, Wilford Brimley, Barbara Hershey, Robert Prosky, Richard Farnsworth, Joe Don Baker, John Finnegan",10,United States,1,"January 1, 2020",Wednesday,1,1,2020,1984,PG,138,0,0,"Classic Movies, Dramas, Sports Movies",3
37,846071,Movie,Patriot Games,Phillip Noyce,1,"Harrison Ford, Anne Archer, Patrick Bergin, Sean Bean, Thora Birch, James Fox, Samuel L. Jackson, Polly Walker, J.E. Freeman, James Earl Jones, Richard Harris",11,United States,1,"January 1, 2020",Wednesday,1,1,2020,1992,R,117,0,0,Action & Adventure,1
38,848915,Movie,The Pelican Brief,Alan J. Pakula,1,"Julia Roberts, Denzel Washington, Sam Shepard, John Heard, Tony Goldwyn, James Sikking, William Atherton, Robert Culp, Stanley Tucci, John Lithgow, Hume Cronyn",11,United States,1,"November 1, 2019",Friday,1,11,2019,1993,PG-13,141,0,0,"Dramas, Thrillers",2
39,855084,Movie,Philadelphia,Jonathan Demme,1,"Tom Hanks, Denzel Washington, Jason Robards, Mary Steenburgen, Antonio Banderas, Ron Vawter, Robert Ridgely, Charles Napier, Lisa Summerour, Obba Babatundé",10,United States,1,"July 1, 2019",Monday,1,7,2019,1993,PG-13,126,0,0,"Classic Movies, Dramas, LGBTQ Movies",3
40,873159,Movie,Primal Fear,Gregory Hoblit,1,"Richard Gere, Edward Norton, Laura Linney, John Mahoney, Alfre Woodard, Frances McDormand, Terry O'Quinn, Andre Braugher, Steven Bauer, Joe Spano, Kenneth Tigar, Tony Plana, Maura Tierney, Stanley Anderson",14,United States,1,"December 1, 2019",Sunday,1,12,2019,1996,R,131,0,0,"Dramas, Thrillers",2
41,880640,Movie,Pulp Fiction,Quentin Tarantino,1,"John Travolta, Samuel L. Jackson, Uma Thurman, Harvey Keitel, Tim Roth, Amanda Plummer, Maria de Medeiros, Ving Rhames, Eric Stoltz, Rosanna Arquette, Christopher Walken, Bruce Willis",12,United States,1,"January 1, 2019",Tuesday,1,1,2019,1994,R,154,0,0,"Classic Movies, Cult Movies, Dramas",3
42,896678,Movie,Red Dawn,John Milius,1,"Patrick Swayze, C. Thomas Howell, Lea Thompson, Charlie Sheen, Darren Dalton, Jennifer Grey, Brad Savage, Doug Toby, Ben Johnson, Harry Dean Stanton",10,United States,1,"December 31, 2019",Tuesday,31,12,2019,1984,PG-13,114,0,0,"Action & Adventure, Cult Movies",2
43,907090,Movie,Richard Pryor: Live in Concert,Jeff Margolis,1,Richard Pryor,1,United States,1,"December 1, 2016",Thursday,1,12,2016,1979,TV-MA,79,0,0,Stand-Up Comedy,1
44,915927,Movie,Rocky,John G. Avildsen,1,"Sylvester Stallone, Talia Shire, Burt Young, Carl Weathers, Burgess Meredith, Thayer David, Joe Spinell, Jimmy Gambina, Bill Baldwin",9,United States,1,"August 1, 2019",Thursday,1,8,2019,1976,PG,120,0,0,"Action & Adventure, Classic Movies, Dramas",3
45,916043,Movie,Rocky II,Sylvester Stallone,1,"Sylvester Stallone, Talia Shire, Burt Young, Carl Weathers, Burgess Meredith, Tony Burton, Joe Spinell, Leonard Gaines, John Pleshette, Sylvia Meals",10,United States,1,"August 1, 2019",Thursday,1,8,2019,1979,PG,119,0,0,"Dramas, Sports Movies",2
46,916061,Movie,Rocky IV,Sylvester Stallone,1,"Sylvester Stallone, Talia Shire, Burt Young, Carl Weathers, Dolph Lundgren, Brigitte Nielsen, Tony Burton, Michael Pataki",8,United States,1,"August 1, 2019",Thursday,1,8,2019,1985,PG,92,0,0,"Dramas, Sports Movies",2
47,923574,Movie,Rumble in the Bronx,Stanley Tong,1,"Jackie Chan, Anita Mui, Françoise Yip, Bill Tung, Marc Akerstream, Garvin Cross, Morgan Lam, Ailen Sit",8,Hong Kong,1,"November 1, 2019",Friday,1,11,2019,1995,R,89,0,0,"Action & Adventure, Comedies, International Movies",3
48,973861,Movie,Sling Blade,Billy Bob Thornton,1,"Billy Bob Thornton, Dwight Yoakam, J.T. Walsh, John Ritter, Lucas Black, Natalie Canerday, James Hampton, Robert Duvall, Rick Dial, Brent Briscoe",10,United States,1,"November 1, 2019",Friday,1,11,2019,1996,R,135,0,0,"Dramas, Independent Movies",2
49,1005494,Movie,The Stranger,Orson Welles,1,"Edward G. Robinson, Loretta Young, Orson Welles, Philip Merivale, Richard Long, Konstantin Shayne, Byron Keith, Billy House",8,United States,1,"July 19, 2018",Thursday,19,7,2018,1946,TV-PG,94,0,0,"Classic Movies, Dramas, Thrillers",3
50,1008581,Movie,Stripes,Ivan Reitman,1,"Bill Murray, Harold Ramis, Warren Oates, P.J. Soles, Sean Young, John Candy, John Larroquette, John Voldstad, John Diehl, Lance LeGault, Judge Reinhold",11,United States,1,"September 1, 2019",Sunday,1,9,2019,1981,R,106,0,0,"Classic Movies, Comedies, Cult Movies",3
51,1029730,Movie,Teenage Mutant Ninja Turtles: The Movie,Steve Barron,1,"Judith Hoag, Elias Koteas, Josh Pais, Michelan Sisti, Leif Tilden, David Forman, Michael Turney, Jay Patterson, Raymond Serra, James Saito, Kevin Clash",11,,,"January 1, 2020",Wednesday,1,1,2020,1990,PG,94,0,0,"Action & Adventure, Comedies",2
52,1064058,Movie,Tremors 2: Aftershocks,S.S. Wilson,1,"Fred Ward, Chris Gartin, Helen Shaver, Michael Gross, Marcelo Tubert, Marco Hernandez, José Ramón Rosario, Thomas Rosales Jr.",8,,,"January 1, 2020",Wednesday,1,1,2020,1995,PG-13,100,0,0,"Comedies, Horror Movies, Sci-Fi & Fantasy",3
53,1065372,Movie,The Trigger Effect,David Koepp,1,"Kyle MacLachlan, Elisabeth Shue, Dermot Mulroney, Richard T. Jones, Bill Smitrovich, Michael Rooker, Tori Kristiansen, Tyra Kristiansen",8,United States,1,"January 1, 2018",Monday,1,1,2018,1996,R,94,0,0,Thrillers,1
54,1067876,Movie,True Grit,Henry Hathaway,1,"John Wayne, Glen Campbell, Kim Darby, Jeremy Slate, Robert Duvall, Dennis Hopper, Alfred Ryder, Strother Martin, Jeff Corey",9,United States,1,"January 1, 2020",Wednesday,1,1,2020,1969,G,128,0,0,"Classic Movies, Dramas",2
55,1145882,Movie,Young Tiger,Mu Chu,1,"Qiu Yuen, Charlie Chin, Jackie Chan, Hu Chin, Nan Chiang",5,Hong Kong,1,"November 1, 2016",Tuesday,1,11,2016,1973,NR,81,0,0,"Action & Adventure, International Movies",2
56,1150871,Movie,Love Jones,Theodore Witcher,1,"Larenz Tate, Nia Long, Isaiah Washington, Lisa Nicole Carson, Bill Bellamy, Leonard Roberts, Bernadette L. Clarke, Khalil Kain",8,United States,1,"November 1, 2019",Friday,1,11,2019,1997,R,109,0,0,"Comedies, Dramas, Independent Movies",3
57,1151188,Movie,Chasing Amy,Kevin Smith,1,"Ben Affleck, Joey Lauren Adams, Jason Lee, Dwight Ewell, Jason Mewes, Kevin Smith",6,United States,1,"January 1, 2020",Wednesday,1,1,2020,1997,R,113,0,0,"Comedies, Cult Movies, Dramas",3
58,1151375,Movie,Dante's Peak,Roger Donaldson,1,"Pierce Brosnan, Linda Hamilton, Elizabeth Hoffman, Jamie Renée Smith, Jeremy Foley, Charles Hallahan, Grant Heslov, Kirk Trutner, Arabella Field, Tzi Ma",10,United States,1,"September 1, 2019",Sunday,1,9,2019,1997,PG-13,108,0,0,Action & Adventure,1
59,1151721,Movie,Donnie Brasco,Mike Newell,1,"Al Pacino, Johnny Depp, Michael Madsen, Bruno Kirby, James Russo, Anne Heche, Zeljko Ivanek, Gerry Becker, Robert Miano, Zach Grenier",10,United States,1,"January 1, 2020",Wednesday,1,1,2020,1997,R,127,0,0,"Dramas, Thrillers",2
60,1153194,Movie,The Saint,Phillip Noyce,1,"Val Kilmer, Elisabeth Shue, Rade Serbedzija, Valeriy Nikolaev, Henry Goodman, Alun Armstrong, Michael Byrne, Evgeniy Lazarev, Irina Apeksimova, Lev Prygunov",10,United States,1,"September 1, 2019",Sunday,1,9,2019,1997,PG-13,116,0,0,"Action & Adventure, Romantic Movies",2
61,1153656,Movie,Austin Powers: International Man of Mystery,Jay Roach,1,"Mike Myers, Elizabeth Hurley, Michael York, Mimi Rogers, Robert Wagner, Seth Green, Fabiana Udenio, Mindy Sterling, Paul Dillon, Charles Napier, Will Ferrell",11,United States,1,"December 1, 2019",Sunday,1,12,2019,1997,PG-13,90,0,0,Comedies,1
62,1171655,Movie,Bean: The Ultimate Disaster Movie,Mel Smith,1,"Rowan Atkinson, Peter MacNicol, John Mills, Pamela Reed, Harris Yulin, Burt Reynolds, Larry Drake, Danny Goldring, Johnny Galecki, Chris Ellis, Andrew Lawrence, Peter Egan, Peter Capaldi, June Brown, Peter James, Sandra Oh",16,"United Kingdom, United States",2,"August 1, 2018",Wednesday,1,8,2018,1997,PG-13,89,0,0,"Comedies, International Movies",2
63,1178866,Movie,The Game,David Fincher,1,"Michael Douglas, Sean Penn, Deborah Kara Unger, James Rebhorn, Peter Donat, Carroll Baker, Anna Katarina, Armin Mueller-Stahl",8,United States,1,"November 1, 2019",Friday,1,11,2019,1997,R,129,0,0,Thrillers,1
64,1179333,Movie,How to Be a Player,Lionel C. Martin,1,"Bill Bellamy, Natalie Desselle, Lark Voorhies, Mari Morrow, Pierre Edwards, Jermaine 'Huggy' Hopkins, Anthony Johnson, Max Julien, Beverly Johnson, Gilbert Gottfried, Bernie Mac",11,United States,1,"November 1, 2019",Friday,1,11,2019,1997,R,94,0,0,Comedies,1
65,1179574,Movie,Event Horizon,Paul W.S. Anderson,1,"Laurence Fishburne, Sam Neill, Kathleen Quinlan, Joely Richardson, Richard T. Jones, Jack Noseworthy, Jason Isaacs, Sean Pertwee",8,"United Kingdom, United States",2,"January 1, 2020",Wednesday,1,1,2020,1997,R,96,0,0,"Horror Movies, Sci-Fi & Fantasy",2
66,1179583,Movie,Money Talks,Brett Ratner,1,"Charlie Sheen, Chris Tucker, Heather Locklear, Paul Sorvino, Gérard Ismaël, Damian Chapa, Elise Neal, Michael Wright, Veronica Cartwright",9,United States,1,"November 1, 2019",Friday,1,11,2019,1997,R,96,0,0,"Action & Adventure, Comedies",2
67,1180086,Movie,Kiss the Girls,Gary Fleder,1,"Morgan Freeman, Ashley Judd, Cary Elwes, Alex McArthur, Tony Goldwyn, Jay O. Sanders, Bill Nunn, Brian Cox",8,United States,1,"January 1, 2020",Wednesday,1,1,2020,1997,R,116,0,0,Thrillers,1
68,1181488,Movie,As Good as It Gets,James L. Brooks,1,"Jack Nicholson, Helen Hunt, Greg Kinnear, Cuba Gooding Jr., Skeet Ulrich, Shirley Knight, Yeardley Smith, Lupe Ontiveros",8,United States,1,"January 1, 2020",Wednesday,1,1,2020,1997,PG-13,139,0,0,"Comedies, Romantic Movies",2
69,1181550,Movie,Scream 2,Wes Craven,1,"Neve Campbell, David Arquette, Courteney Cox, Sarah Michelle Gellar, Jamie Kennedy, Laurie Metcalf, Elise Neal, Jerry O'Connell, Timothy Olyphant, Jada Pinkett Smith, Liev Schreiber, Lewis Arquette, Duane Martin, Rebecca Gayheart, Portia de Rossi, Omar Epps, Tori Spelling, Heather Graham, Joshua Jackson, Luke Wilson",20,United States,1,"October 1, 2019",Tuesday,1,10,2019,1997,R,121,0,0,Horror Movies,1
70,1181661,Movie,The Rainmaker,Francis Ford Coppola,1,"Matt Damon, Danny DeVito, Claire Danes, Jon Voight, Mary Kay Place, Dean Stockwell, Teresa Wright, Virginia Madsen, Mickey Rourke, Andrew Shue",10,"United States, Germany",2,"November 20, 2019",Wednesday,20,11,2019,1997,PG-13,136,0,0,"Dramas, Thrillers",2
71,1192866,Movie,Fallen,Gregory Hoblit,1,"Denzel Washington, John Goodman, Donald Sutherland, Embeth Davidtz, James Gandolfini, Elias Koteas, Gabriel Casseus, Michael J. Pagan, Robert Joy",9,United States,1,"November 1, 2019",Friday,1,11,2019,1998,R,124,0,0,Thrillers,1
72,1193180,Movie,Kurt & Courtney,Nick Broomfield,1,"Kurt Cobain, Courtney Love",2,United Kingdom,1,"January 8, 2019",Tuesday,8,1,2019,1998,R,95,0,0,"Documentaries, Music & Musicals",2
73,5670479,Movie,The Mask of Zorro,Martin Campbell,1,"Antonio Banderas, Anthony Hopkins, Catherine Zeta-Jones, Stuart Wilson, Matt Letscher, Tony Amendola, Pedro Armendáriz Jr., William Marquez, José Pérez, Victor Rivers",10,"United States, Germany, Mexico",3,"January 1, 2020",Wednesday,1,1,2020,1998,PG-13,138,0,0,"Action & Adventure, Romantic Movies",2
74,11546798,Movie,Lifeline,Johnnie To,1,"Lau Ching Wan, Alex Fong, Carman Lee, Ruby Wong, Raymond Wong Ho-Yin, Damian Lau, Lam Suet, Kenneth Chan",8,Hong Kong,1,"August 16, 2018",Thursday,16,8,2018,1997,TV-14,104,0,0,"Action & Adventure, International Movies",2
75,11819434,Movie,Fear and Loathing in Las Vegas,Terry Gilliam,1,"Johnny Depp, Benicio Del Toro, Tobey Maguire, Ellen Barkin, Gary Busey, Christina Ricci, Mark Harmon, Cameron Diaz, Katherine Helmond, Michael Jeter, Craig Bierko, Lyle Lovett, Flea, Christopher Meloni, Harry Dean Stanton, Tim Thomerson",16,United States,1,"November 1, 2019",Friday,1,11,2019,1998,R,118,0,0,"Comedies, Cult Movies, Dramas",3
76,11819467,Movie,Godzilla,Roland Emmerich,1,"Matthew Broderick, Jean Reno, Maria Pitillo, Hank Azaria, Kevin Dunn, Michael Lerner, Harry Shearer, Arabella Field, Vicki Lewis, Doug Savant, Malcolm Danare",11,"United States, Japan",2,"January 1, 2020",Wednesday,1,1,2020,1998,PG-13,139,0,0,"Action & Adventure, Sci-Fi & Fantasy",2
77,15815343,Movie,The Texas Chainsaw Massacre,Tobe Hooper,1,"Gunnar Hansen, Jim Siedow, Marilyn Burns, Edwin Neal, Paul A. Partain, Teri McMinn, William Vail, John Dugan, John Henry Faulk, Allen Danziger",10,United States,1,"October 22, 2019",Tuesday,22,10,2019,1974,R,83,0,0,"Cult Movies, Horror Movies, Independent Movies",3
78,16914787,Movie,BASEketball,David Zucker,1,"Trey Parker, Matt Stone, Dian Bachar, Yasmine Bleeth, Jenny McCarthy, Ernest Borgnine, Robert Vaughn, Trevor Einhorn",8,United States,1,"November 1, 2018",Thursday,1,11,2018,1998,R,103,0,0,"Comedies, Sports Movies",2
79,16944044,Movie,"Lock, Stock and Two Smoking Barrels",Guy Ritchie,1,"Jason Flemyng, Dexter Fletcher, Nick Moran, Jason Statham, Steven Mackintosh, Nicholas Rowe, Nick Marcq, Charles Forbes, Vinnie Jones, Lenny McLean",10,United Kingdom,1,"January 1, 2019",Tuesday,1,1,2019,1998,R,108,0,0,"Action & Adventure, Comedies, Independent Movies",3
